,imdbId,title,releaseYear,releaseDate,genre_x,writers,actors,directors,sequel,hitFlop,movie_name,release_date,runtime,genre_y,hitfactor,screens,footfall,budget,first_day,first_weekend,first_week,worldwide_first_weekend,worldwide_first_week,india_gross,worldwide_gross
198,tt0406977,Masti,2004,09 Apr 2004,Comedy | Crime | Mystery,Milap Zaveri (screenplay) | Tushar Hiranandani (screenplay) | Milap Zaveri (dialogue),Aftab Shivdasani | Vivek Oberoi | Ritesh Deshmukh | Amrita Rao,Indra Kumar,0.0,6,Masti, 9 Apr 2004 , 159 min  ,Comedy,Hit,375,"73,72,000","12,00,00,000","1,80,00,000","5,47,00,000","9,13,00,000","9,81,28,000","15,96,62,000","30,21,00,000","34,14,75,000"
199,tt0406977,Masti,2004,09 Apr 2004,Comedy | Crime | Mystery,Milap Zaveri (screenplay) | Tushar Hiranandani (screenplay) | Milap Zaveri (dialogue),Aftab Shivdasani | Vivek Oberoi | Ritesh Deshmukh | Amrita Rao,Indra Kumar,0.0,6,Masti, 25 Mar 1994 , 145 min  ,Comedy,Disaster,10,"1,73,500","30,00,000",None,None,None,None,"14,26,000","14,25,000","14,25,000"
200,tt0408837,Hawas,2004,26 Mar 2004,Drama | Romance | Thriller,,Shawar Ali | Tarun Arora | Madina | Meghna Naidu,Karan Razdan,0.0,2,Hawas, 26 Mar 2004 , 124 min  ,Thriller,Flop,85,"9,89,000","1,75,00,000","34,00,000","90,00,000","1,34,00,000","1,35,00,000","2,01,00,000","3,24,00,000","3,27,11,500"
201,tt0408976,Krishna Cottage,2004,02 Apr 2004,Comedy | Fantasy | Horror,,Sohail Khan | Isha Koppikar | Anita Hassandani | Rati Agnihotri,Santram Varma,0.0,2,Krishna Cottage, 16 Apr 2004 , 129 min  ,Horror,Flop,190,"15,28,000","4,00,00,000","66,00,000","1,87,00,000","2,81,00,000","2,76,76,000","4,15,88,000","5,90,00,000","5,90,00,000"
202,tt0409068,Muskaan,2004,26 Mar 2004,Romance,Atul Sharma,Aftab Shivdasani | Gracy Singh | Parvin Dabas | Gulshan Grover,Rohit Manash | Rohit Nayyar | Manish Robin | Manish Sharma,0.0,1,Muskaan, 26 Mar 2004 , 125 min  ,Love Story,Disaster,80,"7,74,000","4,00,00,000","29,00,000","84,00,000","1,31,00,000","1,46,02,500","2,27,65,000","3,05,00,000","3,51,72,500"
203,tt0409527,Shabd,2005,04 Feb 2005,Drama,Sutapa Sikdar (dialogue) | Leena Yadav (screenplay) | Leena Yadav (story),Sanjay Dutt | Aishwarya Rai Bachchan | Zayed Khan | Aakash Pandey,Leena Yadav,0.0,1,Shabd, 4 Feb 2005 , 128 min  ,Drama,Disaster,250,"16,12,000","9,50,00,000","94,00,000","2,61,00,000","3,86,00,000","5,05,59,000","7,39,65,250","7,89,00,000","10,70,12,500"
204,tt0409724,Bardaasht,2004,23 Apr 2004,Drama,Vikram Bhatt (screenplay) | Vikram Bhatt (story) | Girish Dhamija (dialogue),Bobby Deol | Lara Dutta | Rahul Dev | Ritesh Deshmukh,Eeshwar Nivas,0.0,1,Bardaasht, 23 Apr 2004 , 160 min  ,Drama,Disaster,280,"11,95,000","8,00,00,000","53,00,000","1,45,00,000","2,17,00,000","2,40,25,000","3,58,53,000","4,41,00,000","4,93,80,000"
205,tt0411815,Run,2004,14 May 2004,Action | Comedy | Romance,N. Linguswamy (story) | N. Linguswamy (screenplay) | Kamal Pandey (dialogue),Abhishek Bachchan | Bhoomika Chawla | Mahesh Manjrekar | Vijay Raaz,Jeeva,0.0,2,Run, 14 May 2004 , 135 min  ,Action,Flop,290,"19,36,000","6,75,00,000","76,00,000","2,18,00,000","3,28,00,000","3,54,49,000","5,33,21,500","7,04,00,000","7,74,52,500"
206,tt0414040,Gayab,2004,16 Jul 2004,Fantasy,,Rasika Joshi | Tusshar Kapoor | Ikhlaq Khan | Antara Mali,Prawal Raman,0.0,3,Gayab, 16 Jul 2004 , 138 min  ,Drama,Below Average,250,"23,50,000","5,75,00,000","1,38,00,000","3,95,00,000","5,74,00,000","5,85,90,000","8,49,54,000","10,40,00,000","10,56,10,000"
207,tt0414503,Shaadi Ka Laddoo,2004,23 Apr 2004,Comedy,Shashank Dabral,Sanjay Suri | Mandira Bedi | Aashish Chaudhary | Divya Dutta,Raj Kaushal,0.0,2,Shaadi Ka Laddoo, 23 Apr 2004 , 132 min  ,Comedy,Flop,85,"3,35,000","3,00,00,000","18,00,000","47,00,000","72,50,000","69,56,000","1,07,30,000","1,48,00,000","1,48,00,000"
208,tt0414713,Amu,2005,07 Jan 2005,Drama,Shonali Bose,Konkona Sen Sharma | Yashpal Sharma | Brinda Karat | Ankur Khanna,Shonali Bose,0.0,1,Amu, 7 Jan 2005 , 102 min  ,Drama,Disaster,4,"4,475","50,00,000","40,000","1,35,000","2,00,000","1,95,750","2,90,000","3,62,500","3,62,500"
209,tt0414714,Girlfriend,2004,17 Jun 2004,Drama,Karan Razdan,Amrita Arora | Shantanu Chappana | Aashish Chaudhary | Isha Koppikar,Karan Razdan,0.0,3,Girlfriend, 11 Jun 2004 , 124 min  ,Drama,Below Average,160,"14,86,000","2,50,00,000","44,00,000","1,31,00,000","2,04,00,000","1,89,95,000","2,95,80,000","5,72,00,000","5,73,80,000"
210,tt0415768,Dus,2005,08 Jul 2005,Action | Crime | Thriller,Anubhav Sinha (dialogue) | Vinay | Yash,Sanjay Dutt | Sunil Shetty | Abhishek Bachchan | Zayed Khan,Anubhav Sinha,0.0,4,Dus, 8 Jul 2005 , 148 min  ,Action,Average,525,"75,09,000","22,00,00,000","2,92,00,000","8,22,00,000","12,82,00,000","14,12,05,500","21,61,45,500","33,53,00,000","38,83,70,000"
211,tt0415908,Kaal,2005,29 Apr 2005,Thriller | Adventure | Mystery,Soham Shah (dialogue) | Soham Shah (screenplay) | Soham Shah (story),Ajay Devgn | Vivek Oberoi | John Abraham | Lara Dutta,Soham Shah,0.0,4,Kaal, 29 Apr 2005 , 126 min  ,Thriller,Average,450,"60,33,000","13,00,00,000","2,71,00,000","7,53,00,000","11,45,00,000","13,41,97,500","20,08,25,000","27,68,00,000","33,11,75,000"
212,tt0416282,Vaastu Shastra,2004,22 Oct 2004,Horror | Mystery,Charudutt Acharya,Vicky Ahuja | J.D. Chakravarthi | Ahsaas Channa | Peeya Rai Chowdhary,Saurab Narang,0.0,3,Vaastu Shastra, 22 Oct 2004 , 106 min  ,Horror,Below Average,235,"22,12,000","5,00,00,000","92,00,000","2,68,00,000","4,20,00,000","3,91,28,000","6,13,20,000","10,14,00,000","10,17,66,000"
213,tt0416712,Elaan,2005,14 Jan 2005,Action,Robin Bhatt | Vikram Bhatt,Arjun Rampal | Ameesha Patel | John Abraham | Lara Dutta,Vikram Bhatt,0.0,1,Elaan, 21 Jan 1994 , 140 min  ,Action,Hit,140,"91,27,000","1,85,00,000","31,00,000","89,00,000","1,58,75,000","1,65,54,000","2,95,27,500","8,57,00,000","8,66,37,500"
214,tt0416712,Elaan,2005,14 Jan 2005,Action,Robin Bhatt | Vikram Bhatt,Arjun Rampal | Ameesha Patel | John Abraham | Lara Dutta,Vikram Bhatt,0.0,1,Elaan, 14 Jan 2005 , 158 min  ,Action,Disaster,375,"25,64,000","15,00,00,000","1,16,00,000","3,06,00,000","4,65,00,000","5,23,29,000","7,84,87,500","10,83,00,000","12,93,97,500"
215,tt0418096,Rakht,2004,01 Sep 2004,Horror | Thriller,Deepak Kulkarni (dialogue) | Deepak Kulkarni (story) | Vinay (screenplay) | Yash (screenplay),Sanjay Dutt | Sunil Shetty | Bipasha Basu | Dino Morea,Mahesh Manjrekar,0.0,1,Rakht, 3 Sep 2004 , 150 min  ,Thriller,Disaster,325,"19,79,000","12,00,00,000","1,19,00,000","3,00,00,000","4,24,00,000","4,64,82,500","6,58,35,250","7,82,00,000","8,44,43,750"
216,tt0418362,Mujhse Shaadi Karogi,2004,30 Jul 2004,Comedy | Romance,Anees Bazmee | Rumi Jaffery (dialogue),Salman Khan | Akshay Kumar | Priyanka Chopra | Amrish Puri,David Dhawan,0.0,6,Mujhse Shaadi Karogi, 30 Jul 2004 , 158 min  ,Comedy,Hit,550,"1,04,81,000","19,00,00,000","2,45,00,000","7,29,00,000","12,21,00,000","15,04,42,000","23,94,45,500","43,08,00,000","55,98,37,500"
217,tt0418460,Aitraaz,2004,12 Nov 2004,Drama | Thriller,Shiraz Ahmed (screenplay) | Shiraz Ahmed (story) | Aadesh K. Arjun (dialogue) | Shyam Goel (screenplay) | Shyam Goel (story),Akshay Kumar | Kareena Kapoor | Priyanka Chopra | Amrish Puri,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0.0,4,Aitraaz, 12 Nov 2004 , 161 min  ,Thriller,Average,375,"52,65,000","11,00,00,000","1,18,00,000","4,46,00,000","7,66,00,000","7,59,16,000","12,75,86,000","22,74,00,000","26,04,75,000"
218,tt0418880,Mere Jeevan Saathi,2006,03 Feb 2006,Music | Romance,Suneel Darshan (story) | Robin Bhatt (screenplay) | K.K. Singh (dialogue) | Ravi Shankar Jaiswal (additional dialogue),Akshay Kumar | Karisma Kapoor | Ameesha Patel | Gulshan Grover,Suneel Darshan,0.0,1,Mere Jeevan Saathi, 3 Feb 2006 , 139 min  ,Love Story,Disaster,250,"8,69,000","11,00,00,000","40,00,000","1,13,00,000","1,69,00,000","3,48,52,250","5,05,48,000","3,44,00,000","7,82,07,500"
219,tt0419058,Phir Hera Pheri,2006,09 Jun 2006,Comedy | Crime,Neeraj Vora,Akshay Kumar | Sunil Shetty | Paresh Rawal | Bipasha Basu,Neeraj Vora,1.0,7,Phir Hera Pheri, 9 Jun 2006 , 153 min  ,Comedy,Super Hit,575,"1,15,75,000","18,00,00,000","3,28,00,000","9,86,00,000","17,50,00,000","18,18,72,000","31,15,20,000","58,08,00,000","69,12,00,000"
220,tt0419468,Baabul,2006,08 Dec 2006,Drama | Family | Romance,Ravi Chopra (story) | Achala Nagar | Sameer (lyrics),Amitabh Bachchan | Salman Khan | Hema Malini | John Abraham,Ravi Chopra,0.0,2,Baabul, 8 Dec 2006 , 168 min  ,Drama,Flop,675,"42,86,000","26,00,00,000","2,23,00,000","6,88,00,000","10,81,00,000","15,76,27,500","24,08,40,000","24,27,00,000","39,57,45,000"
221,tt0419974,Morning Raga,2004,18 Mar 2005,Drama,Mahesh Dattani (story),Shabana Azmi | Prakash Rao | Lillete Dubey | Perizaad Zorabian,Mahesh Dattani,0.0,1,Morning Raga, 29 Oct 2004 , 90 min  ,Drama,Disaster,30,"59,200","1,50,00,000","3,25,000","11,25,000","18,00,000","16,32,000","26,06,625","43,00,000","43,91,500"
222,tt0420123,Revati,2005,07 May 2005,Drama,Farogh Siddique,Kashmira Shah | Kiran Kumar | Ayub Khan | Javed Khan,Farogh Siddique,0.0,1,Revati, 29 Apr 2005 , 141 min  ,Drama,Disaster,10,"39,900","90,00,000","1,50,000","4,50,000","6,50,000","6,30,000","9,10,000","15,00,000","15,00,000"
223,tt0420304,Viruddh... Family Comes First,2005,22 Jul 2005,Drama,Mahesh Manjrekar | Sanjay Pawar (dialogue) | Vinay (screenplay) | Yash (screenplay),Amitabh Bachchan | Sharmila Tagore | John Abraham | Sanjay Dutt,Mahesh Manjrekar,0.0,3,Viruddh... Family Comes First, 22 Jul 2005 , 132 min  ,Drama,Below Average,260,"27,52,000","9,00,00,000","1,17,00,000","3,65,00,000","5,88,50,000","6,63,32,500","10,41,65,500","14,38,00,000","18,51,25,000"
224,tt0421277,Julie,2004,23 Jul 2004,Drama,Nishikant Kamat (screenplay) | Sanjay Pawar (dialogue) | Deepak S. Shivdasani (story),Neha Dhupia | Priyanshu Chatterjee | Yash Tonk | Sanjay Kapoor,Deepak S. Shivdasani,0.0,5,Julie, 23 Jul 2004 , 142 min  ,Drama,Semi Hit,270,"32,28,000","5,50,00,000","1,08,00,000","3,07,00,000","5,03,00,000","4,65,16,500","7,58,83,500","13,51,00,000","13,81,06,250"
225,tt0422091,Dhoom,2004,27 Aug 2004,Action | Adventure | Thriller,Vijay Krishna Acharya (dialogue) | Vijay Krishna Acharya (screenplay),Abhishek Bachchan | Uday Chopra | John Abraham | Esha Deol,Sanjay Gadhvi,0.0,7,Dhoom, 27 Aug 2004 , 123 min  ,Action,Super Hit,325,"1,01,98,000","11,00,00,000","1,85,00,000","5,82,00,000","10,51,00,000","9,89,66,500","17,41,53,250","46,58,00,000","50,44,18,750"
226,tt0422236,Fida,2004,20 Aug 2004,Adventure | Romance | Thriller,Lalit Mahajan (screenplay) | Sunny Mahajan (screenplay) | Kiran Kotrial (dialogue),Kareena Kapoor | Fardeen Khan | Shahid Kapoor | Kim Sharma,Ken Ghosh,0.0,2,Fida, 20 Aug 2004 , 121 min  ,Thriller,Flop,325,"33,46,000","10,00,00,000","1,60,00,000","4,52,00,000","6,80,00,000","7,75,54,500","11,54,67,500","14,15,00,000","16,92,50,000"
227,tt0422950,Phir Milenge,2004,13 Aug 2004,Drama,Atul Sabharwal (screenplay),Salman Khan | Abhishek Bachchan | Shilpa Shetty | Mita Vasisht,Revathy,0.0,1,Phir Milenge, 27 Aug 2004 , 142 min  ,Drama,Disaster,170,"6,64,000","5,50,00,000","27,00,000","88,00,000","1,47,00,000","1,97,85,500","3,18,68,250","3,65,00,000","5,43,06,250"
228,tt0423087,Rok Sako To Rok Lo,2004,10 Dec 2004,Adventure | Musical | Romance,Arindam Chowdhuri,Sunny Deol | Yash Pandit | Manjari Phadnis | Carran Kapur,Arindam Chowdhuri,0.0,1,Rok Sako To Rok Lo, 10 Dec 2004 , 170 min  ,Drama,Disaster,140,"4,31,000","9,00,00,000","29,00,000","81,00,000","1,23,00,000","1,17,45,000","1,78,35,000","2,17,00,000","2,17,00,000"
229,tt0426864,Aakhri Inteqam,2002,,Action,Rajesh Bakshi,Sudesh Berry | Anu Kashyap | Amit Pachori | Jitender,Rajesh Bakshi,0.0,1,Aakhri Inteqam, 15 Mar 2002 , 105 min  ,Drama,Disaster,3,"42,300","40,00,000",None,None,None,None,"8,50,500","8,50,000","8,50,000"
230,tt0429289,Tauba Tauba,2004,01 Oct 2004,Comedy | Drama,,Laxmikant Berde | Bobby Darling | Amin Gazi | Ayub Khan,,0.0,4,Tauba Tauba, 1 Oct 2004 , 122 min  ,Comedy,Average,140,"14,73,000","2,00,00,000","42,00,000","1,21,00,000","1,98,50,000","1,76,66,000","2,89,81,000","5,28,00,000","5,29,83,000"
231,tt0430030,Dobara,2004,24 Sep 2004,Musical | Drama,Subodh Chopra (screenplay) | Shashi Ranjan (screenplay) | Vibha Singh (dialogue),Jackie Shroff | Raveena Tandon | Mahima Chaudhry | Gulshan Grover,Shashi Ranjan,0.0,1,Dobara, 24 Sep 2004 , 136 min  ,Drama,Disaster,55,"1,41,000","3,00,00,000","8,50,000","22,00,000","31,50,000","32,34,000","46,30,500","55,00,000","55,00,000"
232,tt0430328,Madhoshi,2004,24 Sep 2004,Musical | Mystery | Drama,Tanveer Khan,Bipasha Basu | John Abraham | Priyanshu Chatterjee | Prakash Bhardwaj,Tanveer Khan,0.0,1,Madhoshi, 24 Sep 2004 , 114 min  ,Drama,Disaster,210,"10,00,000","6,50,00,000","50,00,000","1,45,00,000","2,19,50,000","2,35,62,000","3,59,57,000","4,48,00,000","5,07,80,000"
233,tt0430381,Musafir,2004,10 Dec 2004,Action | Crime | Drama,Sanjay Gupta | Sameer Malhotra | Milap Zaveri (dialogue),Anil Kapoor | Sameera Reddy | Aditya Pancholi | Mahesh Manjrekar,Sanjay Gupta,0.0,2,Musafir, 10 Dec 2004 , 151 min  ,Action,Flop,400,"40,16,000","13,00,00,000","1,70,00,000","5,00,00,000","7,76,00,000","7,95,40,000","12,26,40,000","17,13,00,000","18,71,40,000"
234,tt0430480,Popcorn Khao! Mast Ho Jao,2004,01 Oct 2004,Comedy | Drama | Romance,Vishal Dadlani (lyrics) | Kabir Sadanand | Raghuvir Shekhawat (dialogue),Akshay Kapoor | Tanisha | Yash Tonk | Deepak Tijori,Kabir Sadanand,0.0,1,Popcorn Khao! Mast Ho Jao, 1 Oct 2004 , 138 min  ,Rom - Com,Disaster,80,"1,84,000","2,25,00,000","16,50,000","53,00,000","77,00,000","74,73,000","1,08,57,000","1,26,00,000","1,26,00,000"
235,tt0430589,Shaadi Karke Phas Gaya Yaar,2006,01 Aug 2006,Romance,K.S. Adiyaman (story) | Rumi Jaffery (screenplay),Salman Khan | Shilpa Shetty | Reema Lagoo | Mohnish Bahl,K.S. Adiyaman,0.0,1,Shaadi Karke Phas Gaya Yaar, 4 Aug 2006 , 146 min  ,Rom - Com,Disaster,200,"5,67,000","11,00,00,000","42,00,000","1,15,00,000","1,68,00,000","3,02,80,000","4,24,56,000","2,70,00,000","5,02,50,000"
236,tt0430702,Tumsa Nahin Dekha,2004,24 Sep 2004,Musical | Romance,Subodh Chopra,Emraan Hashmi | Dia Mirza | Anupam Kher | Sharat Saxena,Anurag Basu,0.0,1,Tumsa Nahin Dekha, 24 Sep 2004 , 128 min  ,Love Story,Disaster,225,"11,13,000","7,00,00,000","54,00,000","1,51,00,000","2,37,00,000","2,19,02,000","3,44,82,000","4,92,00,000","5,03,50,000"
237,tt0432047,Sarkar,2005,01 Jul 2005,Action | Crime | Drama,Manish Gupta,Amitabh Bachchan | Abhishek Bachchan | Kay Kay Menon | Supriya Pathak,Ram Gopal Varma,0.0,5,Sarkar, 1 Jul 2005 , 123 min  ,Drama,Semi Hit,425,"75,36,000","14,00,00,000","2,43,00,000","6,86,00,000","11,57,00,000","11,16,50,000","18,51,65,000","35,89,00,000","39,30,47,500"
238,tt0432637,Krrish,2006,23 Jun 2006,Action | Adventure | Romance,Robin Bhatt (screenplay) | Sachin Bhowmick (screenplay) | Honey Irani (screenplay) | Akarsh Khurana (screenplay) | Sanjay Masoom (dialogue) | Rakesh Roshan (screenplay),Rekha | Hrithik Roshan | Priyanka Chopra | Sharat Saxena,Rakesh Roshan,1.0,8,Krrish, 23 Jun 2006 , 175 min  ,Action,Blockbuster,950,"1,96,17,000","40,00,00,000","6,00,00,000","17,34,00,000","29,30,00,000","33,28,06,500","53,85,67,500","1,01,64,00,000","1,26,55,87,500"
239,tt0433605,Naach,2004,12 Nov 2004,Musical | Drama,Sulekha Bajpai | Musharaff Ali Khan | Pooja Ladha Surti,Antara Mali | Abhishek Bachchan | Ritesh Deshmukh | Priya Badlani,Ram Gopal Varma,0.0,1,Naach, 12 Nov 2004 , 139 min  ,Drama,Disaster,275,"10,67,000","8,50,00,000","42,00,000","1,53,00,000","2,33,50,000","2,33,28,000","3,54,41,000","4,60,00,000","4,78,00,000"
240,tt0435259,Padmashree Laloo Prasad Yadav,2005,28 Jan 2005,Comedy,Sanjay Pawar (dialogue) | Vinay | Yash,Sunil Shetty | Masumeh Makhija | Mahesh Manjrekar | Johnny Lever,Mahesh Manjrekar,0.0,1,Padmashree Laloo Prasad Yadav, 28 Jan 2005 , 149 min  ,Comedy,Disaster,150,"6,09,000","6,50,00,000","29,00,000","78,00,000","1,15,00,000","1,16,67,000","1,65,60,000","2,35,00,000","2,42,83,000"
241,tt0436451,Jo Bole So Nihaal,2005,13 May 2005,Action,Sanjay Chhel (dialogue writer),Sunny Deol | Thomas Tevana | Gary Castro Churchwell | Kamaal Khan,Rahul Rawail,0.0,1,Jo Bole So Nihaal, 13 May 2005 , 140 min  ,Comedy,Disaster,400,"27,26,000","15,00,00,000","1,60,00,000","4,32,00,000","6,70,00,000","7,43,85,000","11,36,80,000","11,88,00,000","14,81,62,500"
242,tt0437238,Hulchul,2004,26 Nov 2004,Action | Comedy | Drama,K.P. Saxena (dialogue) | Siddique (story) | Neeraj Vora (screenplay),Akshaye Khanna | Kareena Kapoor | Sunil Shetty | Paresh Rawal,Priyadarshan,0.0,6,Hulchul, 4 Aug 1995 , 160 min  ,Action,Flop,210,"71,03,000","4,50,00,000","59,00,000","1,65,00,000","2,80,00,000","2,77,20,000","4,70,40,000","9,66,00,000","9,81,87,500"
243,tt0437238,Hulchul,2004,26 Nov 2004,Action | Comedy | Drama,K.P. Saxena (dialogue) | Siddique (story) | Neeraj Vora (screenplay),Akshaye Khanna | Kareena Kapoor | Sunil Shetty | Paresh Rawal,Priyadarshan,0.0,6,Hulchul, 26 Nov 2004 , 167 min  ,Comedy,Hit,350,"67,89,000","10,00,00,000","1,50,00,000","4,65,00,000","8,32,00,000","7,90,77,500","13,71,34,500","29,58,00,000","32,86,91,250"
244,tt0437279,Khamoshh... Khauff Ki Raat,2005,15 Apr 2005,Thriller,Adi (dialogue) | Adi (screenplay) | Bijesh Jayarajan (screenplay),Shilpa Shetty | Juhi Chawla | Rajiv Singh | Shawar Ali,Deepak Tijori,0.0,1,Khamoshh... Khauff Ki Raat, 15 Apr 2005 , 123 min  ,Thriller,Disaster,110,"2,48,000","4,50,00,000","14,00,000","38,00,000","57,50,000","54,72,000","82,80,000","1,04,00,000","1,04,00,000"
245,tt0437407,Parineeta,2005,10 Jun 2005,Drama | Musical | Romance,Saratchandra Chatterjee (novel) | Vidhu Vinod Chopra (screenplay) | Rekha Nigam (dialogue) | Pradeep Sarkar (screenplay),Saif Ali Khan | Vidya Balan | Sanjay Dutt | Dia Mirza,Pradeep Sarkar,0.0,3,Parineeta, 10 Jun 2005 , 130 min  ,Drama,Below Average,325,"44,15,000","17,00,00,000","1,15,00,000","3,97,00,000","6,77,00,000","8,00,05,500","13,05,48,000","24,15,00,000","32,63,25,000"
246,tt0438153,Let's Enjoy,2004,01 Oct 2004,Comedy,Siddharth Anand Kumar | Ankur Tewari,Shomendra Bose | Aashish Chaudhary | Roshni Chopra | Arzoo Govitrikar,Siddharth Anand Kumar | Ankur Tewari,0.0,1,Let's Enjoy, 1 Oct 2004 , 108 min  ,Comedy,Disaster,20,"27,900","90,00,000","2,50,000","8,50,000","12,50,000","11,98,500","17,62,500","20,50,000","20,50,000"
247,tt0438875,Insan,2005,14 Jan 2005,Drama | War,Naeem-Ejaz (dialogue),Akshay Kumar | Ajay Devgn | Tusshar Kapoor | Esha Deol,K. Subhash,0.0,1,Insan, 14 Jan 2005 , 142 min  ,Action,Disaster,350,"24,49,000","12,50,00,000","92,00,000","2,41,00,000","3,72,00,000","3,79,90,000","5,85,07,500","9,54,00,000","10,41,00,000"
248,tt0438981,Silsiilay,2005,17 Jun 2005,Drama,Khalid Mohamed (story),Tabu | Bhoomika Chawla | Riya Sen | Celina Jaitly,Khalid Mohamed,0.0,1,Silsiilay, 17 Jun 2005 , 134 min  ,Drama,Disaster,125,"2,29,000","6,00,00,000","25,00,000","69,00,000","1,01,00,000","1,05,19,500","1,55,30,500","1,64,00,000","1,78,35,500"
249,tt0439662,Fanaa,2006,26 May 2006,Drama | Musical | Romance,Shibani Bathija (screenplay) | Shibani Bathija (story) | Shibani Bathija,Aamir Khan | Kajol | Rishi Kapoor | Tabu,Kunal Kohli,0.0,7,Fanaa, 26 May 2006 , 168 min  ,Love Story,Super Hit,650,"1,39,47,000","30,00,00,000","3,96,00,000","11,74,00,000","20,32,00,000","27,22,54,000","45,53,32,000","73,28,00,000","1,05,48,00,000"
250,tt0439754,Pyaar Mein Twist,2005,02 Sep 2005,Comedy | Drama | Musical,Sushma Ahuja (story) | Sameer (lyrics),Rishi Kapoor | Dimple Kapadia | Vikas Bhalla | Emma Bunton,Hriday Shetty,0.0,1,Pyaar Mein Twist, 2 Sep 2005 , 123 min  ,Rom - Com,Disaster,80,"1,75,000","3,75,00,000","17,00,000","48,00,000","72,00,000","68,64,000","1,02,96,000","1,32,00,000","1,32,00,000"
251,tt0442606,Mulaqaat,2002,,Drama | Thriller,,Vinay Anand | Arun Bakshi | Rita Bhaduri | Milind Gunaji,K. Ravi Shankar,0.0,1,Mulaqaat, 20 Sep 2002 , 124 min  ,Love Story,Disaster,1,"6,950","80,00,000",None,None,"1,00,000",None,"1,60,000","1,60,000","1,60,000"
252,tt0442855,Vaada,2005,07 Jan 2005,Romance | Mystery | Drama,Rumi Jaffery,Arjun Rampal | Zayed Khan | Ameesha Patel | Alok Nath,Satish Kaushik,0.0,2,Vaada, 7 Jan 2005 , 124 min  ,Thriller,Flop,285,"19,07,000","8,00,00,000","95,00,000","2,62,00,000","3,85,00,000","4,49,46,750","6,55,02,500","7,78,00,000","9,53,00,000"
253,tt0443208,Rog,2005,07 Jan 2005,Mystery | Romance | Thriller,Mahesh Bhatt | Subodh Chopra (dialogue) | Niranjan Iyengar (dialogue),Irrfan Khan | Suhel Seth | Himanshu Malik | Shyamoli Varma,Himanshu Brahmbhatt,0.0,1,Rog, 7 Jan 2005 , 115 min  ,Mystery,Disaster,160,"6,93,000","3,50,00,000","44,00,000","1,30,00,000","1,92,00,000","1,88,50,000","2,78,40,000","3,23,00,000","3,23,00,000"
254,tt0443331,Milenge Milenge,2010,09 Jul 2010,Drama | Romance,Shiraz Ahmed (dialogue) | Shiraz Ahmed (story),Kareena Kapoor | Shahid Kapoor | Aarti Chhabria | Delnaaz Irani,Satish Kaushik,0.0,2,Milenge Milenge, 9 Jul 2010 , 123 min  ,Love Story,Flop,775,"10,28,000","12,00,00,000","1,21,00,000","3,95,00,000","5,66,00,000","7,38,55,000","10,57,42,000","8,98,00,000","12,62,25,000"
255,tt0443594,Naina,2005,20 May 2005,Drama | Horror | Mystery,Shripal Morakhia (story) | Sagar Pandya | Anjum Rajabali,Urmila Matondkar | Anuj Sawhney | Malavikka | Amardeep Jha,Shripal Morakhia,0.0,2,Naina, 20 May 2005 , 104 min  ,Horror,Flop,175,"12,16,000","5,00,00,000","68,00,000","2,13,00,000","3,41,00,000","3,06,72,000","4,91,04,000","6,94,00,000","6,94,00,000"
256,tt0443708,Page 3,2005,21 Jan 2005,Drama,Nina Arora (screenplay) | Madhur Bhandarkar (dialogue) | Sanjeev Dutta (dialogue) | Manoj Tyagi (screenplay),Konkona Sen Sharma | Atul Kulkarni | Sandhya Mridul | Tara Sharma,Madhur Bhandarkar,0.0,5,Page 3, 21 Jan 2005 , 139 min  ,Drama,Semi Hit,50,"16,12,000","4,25,00,000","18,00,000","72,00,000","1,53,00,000","1,08,05,500","2,26,88,250","12,73,00,000","12,83,93,750"
257,tt0444769,Blackmail,2005,28 Jan 2005,Action | Drama | Thriller,Robin Bhatt (story) | Javed Siddiqui (dialogue),Ajay Devgn | Sunil Shetty | Priyanka Chopra | Dia Mirza,Anil Devgan,0.0,1,Blackmail, 28 Jan 2005 , 124 min  ,Thriller,Disaster,325,"15,06,000","9,50,00,000","81,00,000","2,13,00,000","3,10,00,000","3,37,12,500","4,89,52,000","6,00,00,000","6,58,72,500"
258,tt0444781,Deewane Huye Paagal,2005,25 Nov 2005,Comedy | Romance,Kiran Kotrial (story) | Neeraj Vora (dialogue) | Abbas Hirapurwala (dialogue),Akshay Kumar | Sunil Shetty | Shahid Kapoor | Rimi Sen,Vikram Bhatt,0.0,2,Deewane Huye Paagal, 25 Nov 2005 , 156 min  ,Comedy,Flop,500,"47,51,000","20,00,00,000","2,24,00,000","6,49,00,000","10,00,00,000","11,16,01,750","16,89,92,500","21,55,00,000","26,58,25,000"
259,tt0444820,Fareb,2005,,Drama | Thriller,Girish Dhamija (dialogue) | Bijesh Jayarajan (screenplay) | Bijesh Jayarajan (story),Shilpa Shetty | Manoj Bajpayee | Shamita Shetty | Parmeet Sethi,Deepak Tijori,0.0,1,Fareb, 28 Jun 1996 , 137 min  ,Thriller,Hit,80,"39,28,000","1,25,00,000","17,00,000","49,00,000","94,75,000","82,32,000","1,59,18,000","6,20,00,000","6,24,93,500"
